epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
80,3418.37,0.42638,0.75198,0.89658,0.78839,0.98948,0.87633,0.85101,0.2704,0.49901,0.78175,6.838e-05,6.838e-05,6.838e-05
81,3440.32,0.42484,0.73523,0.89854,0.79468,0.99368,0.87691,0.85561,0.25623,0.49751,0.77969,6.76e-05,6.76e-05,6.76e-05
82,3462.62,0.42281,0.74366,0.89116,0.79511,0.98739,0.88451,0.86045,0.27328,0.49434,0.78309,6.682e-05,6.682e-05,6.682e-05
83,3484.54,0.41384,0.73587,0.89454,0.79449,0.98601,0.88489,0.85994,0.26455,0.49545,0.78177,6.604e-05,6.604e-05,6.604e-05
84,3506.62,0.4218,0.75879,0.90023,0.79735,0.98937,0.88668,0.86783,0.24172,0.49476,0.77728,6.526e-05,6.526e-05,6.526e-05
85,3533.47,0.42066,0.7267,0.90115,0.79693,0.98373,0.88385,0.86075,0.26696,0.50265,0.78117,6.448e-05,6.448e-05,6.448e-05
86,3556.33,0.4076,0.74858,0.89009,0.79839,0.98457,0.8827,0.85469,0.27555,0.50329,0.78246,6.37e-05,6.37e-05,6.37e-05
87,3580.85,0.41521,0.72382,0.89632,0.77269,0.9934,0.88087,0.85628,0.26618,0.50943,0.78023,6.292e-05,6.292e-05,6.292e-05
88,3602.87,0.40421,0.71344,0.89197,0.7973,0.96519,0.88087,0.85867,0.2594,0.49921,0.77968,6.214e-05,6.214e-05,6.214e-05
89,3625.68,0.42389,0.73231,0.89422,0.78551,0.98527,0.87888,0.86262,0.23566,0.50015,0.77564,6.136e-05,6.136e-05,6.136e-05
90,3648.82,0.4018,0.70803,0.88991,0.80076,0.97345,0.88164,0.86018,0.26729,0.49467,0.78128,6.058e-05,6.058e-05,6.058e-05
91,3706.25,0.31348,0.67896,0.8212,0.7863,0.98494,0.89078,0.86795,0.26166,0.50882,0.7801,5.98e-05,5.98e-05,5.98e-05
92,3725.31,0.3047,0.65348,0.81797,0.79302,0.98214,0.88948,0.86141,0.28666,0.49937,0.78535,5.902e-05,5.902e-05,5.902e-05
93,3746.57,0.30836,0.64578,0.81594,0.7811,0.99369,0.88404,0.86619,0.22899,0.49398,0.77505,5.824e-05,5.824e-05,5.824e-05
94,3774.85,0.30388,0.64047,0.82415,0.79971,0.9701,0.88174,0.85862,0.26242,0.48943,0.77993,5.746e-05,5.746e-05,5.746e-05
95,3801.28,0.30644,0.63647,0.81958,0.7781,0.98262,0.87818,0.85652,0.25323,0.49549,0.77767,5.668e-05,5.668e-05,5.668e-05
96,3829.21,0.29359,0.62946,0.81802,0.79685,0.97643,0.88961,0.8727,0.23199,0.49262,0.77559,5.59e-05,5.59e-05,5.59e-05
97,3853.21,0.29921,0.62683,0.81228,0.79501,0.98817,0.8913,0.86898,0.25477,0.4864,0.77864,5.512e-05,5.512e-05,5.512e-05
98,3875.46,0.2903,0.61854,0.81633,0.7867,0.98392,0.88842,0.86799,0.24866,0.48989,0.77731,5.434e-05,5.434e-05,5.434e-05
99,3897.79,0.28325,0.61309,0.80856,0.78809,0.98155,0.88947,0.86629,0.2499,0.4928,0.77784,5.356e-05,5.356e-05,5.356e-05
100,3920.95,0.28865,0.6177,0.8139,0.79902,0.97979,0.89225,0.86777,0.2598,0.49368,0.77911,5.278e-05,5.278e-05,5.278e-05
